episode :  18, step_count :  62, i =   2, max_step = 32 
episode :  18, step_count :  63, i =   2, max_step = 32 
episode :  18, step_count :  64, i =   2, max_step = 32 
episode :  18, step_count :  65, i =   2, max_step = 32 
episode :  18, step_count :  66, i =   2, max_step = 32 
episode :  18, step_count :  67, i =   2, max_step = 32 
episode :  18, step_count :  68, i =   2, max_step = 32 
episode :  18, step_count :  69, i =   2, max_step = 32 
episode :  18, step_count :  70, i =   2, max_step = 32 
episode :  18, step_count :  71, i =   2, max_step = 32 
episode :  18, step_count :  72, i =   2, max_step = 32 
episode :  18, step_count :  73, i =   2, max_step = 32 
episode :  18, step_count :  74, i =   2, max_step = 32 
episode :  18, step_count :  75, i =   2, max_step = 32 
episode :  18, step_count :  76, i =   2, max_step = 32 
episode :  18, step_count :  77, i =   2, max_step = 32 
episode :  18, step_count :  78, i =   2, max_step = 32 
episode :  18, step_count :  79, i =   2, max_step = 32 
episode :  18, step_count :  80, i =   2, max_step = 32 
episode :  18, step_count :  81, i =   2, max_step = 32 
episode :  18, step_count :  82, i =   2, max_step = 32 
episode :  18, step_count :  83, i =   2, max_step = 32 
episode :  18, step_count :  84, i =   2, max_step = 32 
episode :  18, step_count :  85, i =   2, max_step = 32 
episode :  18, step_count :  86, i =   2, max_step = 32 
episode :  18, step_count :  87, i =   2, max_step = 32 
episode :  18, step_count :  88, i =   2, max_step = 32 
episode :  18, step_count :  89, i =   2, max_step = 32 
episode :  18, step_count :  90, i =   2, max_step = 32 
episode :  18, step_count :  91, i =   2, max_step = 32 
episode :  18, step_count :  92, i =   2, max_step = 32 
episode :  18, step_count :  93, i =   2, max_step = 32 
episode :  18, step_count :  94, i =   2, max_step = 32 
episode :  18, step_count :  95, i =   2, max_step = 32 
episode :  18, step_count :  96, i =   2, max_step = 32 
episode :  18, step_count :  97, i =   2, max_step = 32 
episode :  18, step_count :  98, i =   2, max_step = 32 
episode :  18, step_count :  99, i =   2, max_step = 32 
episode :  18, step_count : 100, i =   2, max_step = 32 
episode :  18, step_count : 101, i =   2, max_step = 32 
episode :  18, step_count : 102, i =   2, max_step = 32 
episode :  18, step_count : 103, i =   2, max_step = 32 
episode :  18, step_count : 104, i =   2, max_step = 32 
episode :  18, step_count : 105, i =   2, max_step = 32 
episode :  18, step_count : 106, i =   2, max_step = 32 
episode :  18, step_count : 107, i =   2, max_step = 32 
episode :  18, step_count : 108, i =   2, max_step = 32 
episode :  19, step_count :   1, i =   2, max_step = 108 
episode :  19, step_count :   2, i =   2, max_step = 108 
episode :  19, step_count :   3, i =   2, max_step = 108 
episode :  19, step_count :   4, i =   2, max_step = 108 
episode :  19, step_count :   5, i =   2, max_step = 108 
episode :  19, step_count :   6, i =   2, max_step = 108 
episode :  19, step_count :   7, i =   2, max_step = 108 
episode :  19, step_count :   8, i =   2, max_step = 108 
episode :  19, step_count :   9, i =   2, max_step = 108 
episode :  19, step_count :  10, i =   2, max_step = 108 
episode :  20, step_count :   1, i =   2, max_step = 108 
episode :  20, step_count :   2, i =   2, max_step = 108 
episode :  20, step_count :   3, i =   2, max_step = 108 
episode :  20, step_count :   4, i =   2, max_step = 108 
episode :  20, step_count :   5, i =   2, max_step = 108 
episode :  20, step_count :   6, i =   2, max_step = 108 
episode :  20, step_count :   7, i =   2, max_step = 108 
episode :  20, step_count :   8, i =   2, max_step = 108 
episode :  20, step_count :   9, i =   2, max_step = 108 
episode :  21, step_count :   1, i =   2, max_step = 108 
episode :  21, step_count :   2, i =   2, max_step = 108 
episode :  21, step_count :   3, i =   2, max_step = 108 
episode :  21, step_count :   4, i =   2, max_step = 108 
episode :  21, step_count :   5, i =   2, max_step = 108 
episode :  21, step_count :   6, i =   2, max_step = 108 
episode :  21, step_count :   7, i =   2, max_step = 108 
episode :  21, step_count :   8, i =   2, max_step = 108 
episode :  21, step_count :   9, i =   2, max_step = 108 
episode :  21, step_count :  10, i =   2, max_step = 108 
episode :  21, step_count :  11, i =   2, max_step = 108 
episode :  21, step_count :  12, i =   2, max_step = 108 
episode :  21, step_count :  13, i =   2, max_step = 108 
episode :  21, step_count :  14, i =   2, max_step = 108 
episode :  21, step_count :  15, i =   2, max_step = 108 
episode :  22, step_count :   1, i =   2, max_step = 108 
episode :  22, step_count :   2, i =   2, max_step = 108 
episode :  22, step_count :   3, i =   2, max_step = 108 
episode :  22, step_count :   4, i =   2, max_step = 108 
episode :  22, step_count :   5, i =   2, max_step = 108 
episode :  22, step_count :   6, i =   2, max_step = 108 
episode :  22, step_count :   7, i =   2, max_step = 108 
episode :  22, step_count :   8, i =   2, max_step = 108 
episode :  22, step_count :   9, i =   2, max_step = 108 
episode :  22, step_count :  10, i =   2, max_step = 108 
episode :  22, step_count :  11, i =   2, max_step = 108 
episode :  22, step_count :  12, i =   2, max_step = 108 
episode :  22, step_count :  13, i =   2, max_step = 108 
episode :  22, step_count :  14, i =   2, max_step = 108 
episode :  22, step_count :  15, i =   2, max_step = 108 
episode :  22, step_count :  16, i =   2, max_step = 108 
episode :  22, step_count :  17, i =   2, max_step = 108 
episode :  22, step_count :  18, i =   2, max_step = 108 
episode :  22, step_count :  19, i =   2, max_step = 108 
episode :  22, step_count :  20, i =   2, max_step = 108 
episode :  22, step_count :  21, i =   2, max_step = 108 
episode :  22, step_count :  22, i =   2, max_step = 108 
episode :  22, step_count :  23, i =   2, max_step = 108 
episode :  23, step_count :   1, i =   2, max_step = 108 
episode :  23, step_count :   2, i =   2, max_step = 108 
episode :  23, step_count :   3, i =   2, max_step = 108 
episode :  23, step_count :   4, i =   2, max_step = 108 
episode :  23, step_count :   5, i =   2, max_step = 108 
episode :  23, step_count :   6, i =   2, max_step = 108 
episode :  23, step_count :   7, i =   2, max_step = 108 
episode :  23, step_count :   8, i =   2, max_step = 108 
episode :  23, step_count :   9, i =   2, max_step = 108 
episode :  23, step_count :  10, i =   2, max_step = 108 
episode :  23, step_count :  11, i =   2, max_step = 108 
episode :  23, step_count :  12, i =   2, max_step = 108 
episode :  23, step_count :  13, i =   2, max_step = 108 
episode :  23, step_count :  14, i =   2, max_step = 108 
episode :  23, step_count :  15, i =   2, max_step = 108 
episode :  23, step_count :  16, i =   2, max_step = 108 
episode :  23, step_count :  17, i =   2, max_step = 108 
episode :  23, step_count :  18, i =   2, max_step = 108 
episode :  23, step_count :  19, i =   2, max_step = 108 
episode :  23, step_count :  20, i =   2, max_step = 108 
episode :  23, step_count :  21, i =   2, max_step = 108 
episode :  24, step_count :   1, i =   2, max_step = 108 
episode :  24, step_count :   2, i =   2, max_step = 108 
episode :  24, step_count :   3, i =   2, max_step = 108 
episode :  24, step_count :   4, i =   2, max_step = 108 
episode :  24, step_count :   5, i =   2, max_step = 108 
episode :  24, step_count :   6, i =   2, max_step = 108 
episode :  24, step_count :   7, i =   2, max_step = 108 
episode :  25, step_count :   1, i =   2, max_step = 108 
episode :  25, step_count :   2, i =   2, max_step = 108 
episode :  25, step_count :   3, i =   2, max_step = 108 
